Distance,Peak_AF,Coherence_Ratio,Merit_Function,Q_effective,Merit_Scaled
0.1,0.0005683412255435257,1.5786758688567686,0.0008972265780420461,0.8062787335322203,0.0007234147090351888
0.16551724137931034,0.0009407036846934208,1.5786775105004993,0.0014850677510704561,0.7995927088912187,0.001187449345965416
0.23103448275862068,0.0013130669014439632,1.5786791572397434,0.002072911349370957,0.7929066867464999,0.0016436252699489416
0.296551724137931,0.0016854308693399003,1.5786808097261098,0.002660757369546895,0.786220667417286,0.002091942434920622
0.3620689655172413,0.0020577955819266855,1.5786824681402454,0.0032486058082041125,0.7795346509920755,0.0025324007949092224
0.4275862068965517,0.0024301610327486737,1.578684132551323,0.003836456661944867,0.7728486375047562,0.0029650003040301355
0.49310344827586206,0.0028025272153513955,1.5786858029924689,0.0044243099273752655,0.7661626269715563,0.003389740916494169
0.5586206896551723,0.00317489412327991,1.5786874794810177,0.005012165601099856,0.7594766194009684,0.0038066225866011418
0.6241379310344827,0.0035472617500792703,1.5786891620271075,0.005600023679723454,0.752790614797959,0.004215645268742147
0.689655172413793,0.003919630089294061,1.578690850636824,0.006187884159849332,0.7461046131655091,0.004616808917397367
0.7551724137931034,0.0042919991344690924,1.5786925453141927,0.006775747038081323,0.7394186145055912,0.0050101134871384555
0.8206896551724137,0.004664368879149877,1.5786942460622992,0.007363612311025967,0.732732618819717,0.005395558932631165
0.886206896551724,0.005036739316880669,1.5786959528828508,0.007951479975285447,0.7260466261087226,0.005773145208627068
0.9517241379310344,0.0054091104412066,1.5786976657774139,0.008539350027465097,0.7193606363733756,0.006142872269972294
1.0172413793103448,0.005781482245672863,1.5786993847471247,0.009127222464170174,0.7126746496142323,0.006504740071603629
1.0827586206896551,0.00615385472382381,1.578701109792709,0.009715097282003754,0.7059886658316487,0.006858748568546506
1.1482758620689655,0.0065262278692041695,1.578702840914761,0.010302974477569709,0.6993026850259155,0.007204897715917977
1.2137931034482758,0.006898601675358804,1.578704578113849,0.010890854047472812,0.6926167071973115,0.007543187468927131
1.2793103448275862,0.0072709761358330325,1.5787063213904702,0.011478735988318863,0.6859307323460799,0.007873617782874862
1.3448275862068966,0.007643351244170494,1.5787080707447527,0.012066620296708906,0.6792447604722838,0.008196188613148038
1.410344827586207,0.008015726993916464,1.5787098261770904,0.012654506969248872,0.6725587915761159,0.008510899915229558
1.475862068965517,0.008388103378615388,1.5787115876876587,0.013242396002542114,0.6658728256576624,0.00881775164469045
1.5413793103448274,0.008760480391812075,1.5787133552767059,0.013830287393193433,0.6591868627170444,0.00911674375719427
1.6068965517241378,0.009132858027051338,1.5787151289444343,0.014418181137807564,0.6525009027543618,0.009407876208495347
1.6724137931034482,0.009505236277877332,1.5787169086908903,0.015006077232987006,0.6458149457696365,0.00969114895443648
1.7379310344827585,0.00987761513783448,1.5787186945161835,0.015593975675335341,0.6391289917629228,0.00996656195095262
1.803448275862069,0.010249994600467655,1.5787204864205011,0.016181876461457807,0.6324430407343123,0.01023411515407137
1.8689655172413793,0.010622374659321716,1.578722284403987,0.016769779587959402,0.6257570926838754,0.010493808519910873
1.9344827586206894,0.010994755307940396,1.5787240884666032,0.017357685051441547,0.6190711476115933,0.010745642004676516
2.0,0.011367136539868468,1.57872589860851,0.017945592848509474,0.6123852055175449,0.010989615564668659
