Distance,Peak_AF,Coherence_Ratio,Merit_Function,Q_effective,Merit_Scaled
0.1,0.0026120036191791,1.0173188834630513,0.002657240605464731,0.8,0.002125792484371785
0.16551724137931034,0.004319061003856179,1.0173327908281466,0.004393922384810023,0.7933333333333334,0.0034858450919492854
0.23103448275862068,0.00602274894617729,1.017346670601762,0.0061272235882637366,0.7866666666666666,0.004820082556100806
0.296551724137931,0.007723066907297161,1.0173605228441454,0.007857143386768156,0.78,0.006128571841679162
0.3620689655172413,0.009420014352110727,1.0173743475727903,0.009583680955604973,0.7733333333333334,0.00741137993900118
0.4275862068965517,0.01111359074924482,1.0173881447958262,0.011306835474394244,0.7666666666666667,0.008668573863702254
0.49310344827586206,0.012803795571028594,1.0174019145171285,0.013026606127050422,0.76,0.009900220656558321
0.5586206896551723,0.014490628293491561,1.017415656739805,0.014742992101795116,0.7533333333333334,0.011106387383352321
0.6241379310344827,0.016174088396340196,1.0174293714660956,0.016455992591125474,0.7466666666666667,0.012287141134707021
0.689655172413793,0.017854175362945906,1.0174430586980332,0.01816560679180675,0.7400000000000001,0.013442549025936997
0.7551724137931034,0.01953088868031791,1.0174567184368721,0.019871833904832114,0.7333333333333334,0.014572678196876885
0.8206896551724137,0.02120422783910539,1.0174703506843046,0.021574673135444453,0.7266666666666667,0.015677595811756304
0.886206896551724,0.022874192333566724,1.0174839554416186,0.02327412369308982,0.7200000000000001,0.01675736905902467
0.9517241379310344,0.024540781661559808,1.017497532710054,0.024970184791413243,0.7133333333333334,0.017812065151208114
1.0172413793103448,0.026203995324526205,1.0175110824908216,0.026662855648243087,0.7066666666666667,0.01884175132475845
1.0827586206896551,0.027863832827474795,1.0175246047850814,0.02835213548557387,0.7000000000000001,0.01984649483990171
1.1482758620689655,0.029520293678965304,1.017538099593924,0.030038023529548884,0.6933333333333334,0.020826362980487227
1.2137931034482758,0.03117337739109167,1.0175515669183575,0.03172051901044263,0.6866666666666668,0.021781423053837276
1.2793103448275862,0.03282308347946958,1.0175650067593869,0.033399621162650384,0.68,0.022711742390602262
1.3448275862068966,0.0344694114632185,1.017578419117981,0.03507532922466909,0.6733333333333333,0.02361738834461052
1.410344827586207,0.03611236086494536,1.0175918039950291,0.03674764243907924,0.6666666666666667,0.024498428292719497
1.475862068965517,0.037751931210733274,1.0176051613914723,0.03841656005253799,0.66,0.025354929634675075
1.5413793103448274,0.03938812203011992,1.0176184913081385,0.040082081315751486,0.6533333333333333,0.026186959792957636
1.6068965517241378,0.04102093643496189,1.0176318825292299,0.04174421276742214,0.6466666666666667,0.02699459092293299
1.6724137931034482,0.042650378157352495,1.017645424992932,0.043402962206048244,0.6400000000000001,0.027777895811870883
1.7379310344827585,0.044276439790930565,1.0176589393843214,0.04505831475735216,0.6333333333333333,0.028536932679656367
1.803448275862069,0.04589912087337571,1.0176724257043062,0.04671026967690341,0.6266666666666667,0.029271768997526138
1.8689655172413793,0.04751842094576127,1.0176858839537821,0.04835882622427497,0.6200000000000001,0.029982472259050486
1.9344827586206894,0.04913433955254097,1.017699314133661,0.050003983663031354,0.6133333333333333,0.030669109979992563
2.0,0.050746876241529605,1.0177127162447652,0.05164574126070404,0.6066666666666667,0.03133174969816045
