Distance,Peak_AF,Coherence_Ratio,Merit_Function,Q_effective,Merit_Scaled
0.1,2.8480601299998374,1.0069406819022624,2.8678276094006825,0.8,2.294262087520546
0.16551724137931034,2.8611842630254873,1.011560895381444,2.8942621149573586,0.7933333333333334,2.296114611199505
0.23103448275862068,3.209272329662277,1.0148603769521556,3.2569633262231807,0.7866666666666666,2.562144483295569
0.296551724137931,4.0626530358530974,1.0156807726462638,4.126358574448963,0.78,3.218559688070191
0.3620689655172413,2.901722358165513,1.025802563930756,2.9765942348213827,0.7733333333333334,2.301899541595203
0.4275862068965517,2.0934178481523036,1.046610534139765,2.1909931722323996,0.7666666666666667,1.6797614320448397
0.49310344827586206,2.1015723795637467,1.0505478036901812,2.207802247646642,0.76,1.677929708211448
0.5586206896551723,1.51339101252692,1.0681430313352855,1.6165180637160814,0.7533333333333334,1.2177769413327815
0.6241379310344827,0.1375587898427325,1.1596727458915008,0.1595231795384335,0.7466666666666667,0.11911064072203036
0.689655172413793,1.5387038571533214,1.0848426482088689,1.6692515672034103,0.7400000000000001,1.2352461597305238
0.7551724137931034,4.630348000871085,1.03524151688415,4.793528488123274,0.7333333333333334,3.5152542246237344
0.8206896551724137,2.17285303646238,1.0856261148750255,2.3589060001690556,0.7266666666666667,1.714138360122847
0.886206896551724,1.5922979593089543,1.122595669999419,1.7875067944691434,0.7200000000000001,1.2870048920177835
0.9517241379310344,4.639400515118655,1.0369692694098114,4.810915762662094,0.7133333333333334,3.431786577365627
1.0172413793103448,3.3113643279436134,1.045663448780695,3.462572643326887,0.7066666666666667,2.446884667951
1.0827586206896551,3.0513037648775936,1.077629940459868,3.288176294470012,0.7000000000000001,2.3017234061290086
1.1482758620689655,1.6130824788165123,1.1345963331897007,1.830197465597768,0.6933333333333334,1.2689369094811191
1.2137931034482758,0.25675569492581624,1.1502984639151703,0.2953456814746385,0.6866666666666668,0.20280403461258514
1.2793103448275862,3.0783161513298802,1.0867227806276616,3.345276287624249,0.68,2.2747878755844897
1.3448275862068966,4.279075205422272,1.06926465399773,4.575463868956111,0.6733333333333333,3.080812338430448
1.410344827586207,3.106340240521079,1.0962785883945614,3.4054142939516705,0.6666666666666667,2.2702761959677806
1.475862068965517,2.3192819540515996,1.156347256710745,2.681895325106303,0.66,1.7700509145701602
1.5413793103448274,4.751871145333992,1.0614359118880587,5.04380668232214,0.6533333333333333,3.2952870324504646
1.6068965517241378,2.3376862167469796,1.1651491778248866,2.723753173455313,0.6466666666666667,1.7613603855011026
1.6724137931034482,3.5026215431928165,1.1058469100669044,3.8733632106735483,0.6400000000000001,2.4789524548310715
1.7379310344827585,3.4620528968238595,1.0913976773374778,3.778476490413047,0.6333333333333333,2.3930351105949295
1.803448275862069,3.1375856277316356,1.1056965132722176,3.4692174886758917,0.6266666666666667,2.1740429595702255
1.8689655172413793,3.534505995466892,1.1153852249891916,3.9423357649794855,0.6200000000000001,2.4442481742872815
1.9344827586206894,4.87631714522247,1.0893039924057473,5.311791734527432,0.6133333333333333,3.257898930510158
2.0,0.4334765574834646,1.1731896036731435,0.5085501906756245,0.6066666666666667,0.30852044900987885
