k0_base,beta_loss_factor,Q_individual,seed,curve_sep_botanical_vs_random,curve_sep_botanical_vs_fractal,curve_sep_botanical_vs_voronoi,finding_holds
0.004,0.35,3.0,45,0.4616,0.9205,-0.1591,False
0.004,0.35,3.0,46,0.3748,1.3713,0.4231,False
0.004,0.35,3.0,47,0.5068,1.3328,0.32,False
0.004,0.35,3.0,48,0.3879,0.6203,-0.2604,False
0.004,0.35,3.0,49,0.421,1.4943,0.9754,False
0.004,0.35,3.0,50,0.6902,1.0676,-0.1146,False
0.004,0.35,3.0,51,0.4232,1.5932,0.2562,False
0.004,0.35,3.0,52,0.3882,2.6301,2.7936,False
0.004,0.35,3.0,53,-0.4855,0.499,-0.2176,True
0.004,0.35,3.0,54,0.2246,0.6294,0.2541,False
0.004,0.35,3.0,55,0.6709,1.1792,-0.0618,False
0.004,0.35,3.0,56,0.829,1.3301,-0.0014,False
0.004,0.35,3.0,57,1.4971,2.3723,0.5262,False
0.004,0.35,3.0,58,0.0226,1.14,1.2549,False
0.004,0.35,3.0,59,0.2761,1.1905,0.7197,False
0.004,0.35,3.0,60,1.1241,0.6915,-0.2313,False
0.004,0.35,3.0,61,-0.4219,0.0845,-0.3529,True
0.004,0.35,3.0,62,0.5854,1.2104,-0.104,False
0.004,0.35,3.0,63,0.5056,1.8305,0.2073,False
0.004,0.35,3.0,64,-0.5443,0.1672,-0.4072,True
0.004,0.35,3.0,65,0.3361,0.8278,0.3318,False
0.004,0.35,3.0,66,1.625,1.6079,0.6507,False
0.004,0.35,3.0,67,-0.6974,0.1078,-0.4495,True
0.004,0.35,3.0,68,0.216,0.6382,0.4993,False
0.004,0.35,3.0,69,0.9016,1.376,0.1657,False
0.004,0.35,3.0,70,-0.3642,0.438,0.2158,False
0.004,0.35,3.0,71,-0.3084,0.4844,0.1593,False
0.004,0.4,0.5,42,0.424,0.5875,0.3599,False
0.004,0.4,0.5,43,0.0736,0.725,0.3584,False
0.004,0.4,0.5,44,1.9862,2.7466,1.9254,False
0.004,0.4,0.5,45,0.4561,0.9259,-0.1647,False
0.004,0.4,0.5,46,0.3875,1.4257,0.4585,False
0.004,0.4,0.5,47,0.5177,1.3612,0.3302,False
0.004,0.4,0.5,48,0.4032,0.6393,-0.2604,False
0.004,0.4,0.5,49,0.4383,1.5534,1.0224,False
0.004,0.4,0.5,50,0.7135,1.0933,-0.1105,False
0.004,0.4,0.5,51,0.4247,1.6105,0.2635,False
0.004,0.4,0.5,52,0.3942,2.7118,2.9323,False
0.004,0.4,0.5,53,-0.4895,0.5135,-0.2159,True
0.004,0.4,0.5,54,0.2351,0.6456,0.2699,False
0.004,0.4,0.5,55,0.69,1.211,-0.0604,False
0.004,0.4,0.5,56,0.8448,1.3661,0.0022,False
0.004,0.4,0.5,57,1.5254,2.4164,0.5376,False
0.004,0.4,0.5,58,0.0243,1.1679,1.3153,False
0.004,0.4,0.5,59,0.2809,1.2194,0.7481,False
0.004,0.4,0.5,60,1.1839,0.7202,-0.2267,False
0.004,0.4,0.5,61,-0.4282,0.0837,-0.3572,True
0.004,0.4,0.5,62,0.598,1.2495,-0.0995,False
0.004,0.4,0.5,63,0.5149,1.8823,0.216,False
0.004,0.4,0.5,64,-0.5512,0.169,-0.4128,True
0.004,0.4,0.5,65,0.3524,0.8642,0.3553,False
0.004,0.4,0.5,66,1.6653,1.6378,0.6623,False
0.004,0.4,0.5,67,-0.6989,0.1217,-0.4466,True
0.004,0.4,0.5,68,0.2221,0.6511,0.5232,False
0.004,0.4,0.5,69,0.9233,1.4169,0.1747,False
0.004,0.4,0.5,70,-0.3653,0.4525,0.2362,False
0.004,0.4,0.5,71,-0.3121,0.4972,0.1747,False
0.004,0.4,0.8,42,0.4226,0.5861,0.3567,False
0.004,0.4,0.8,43,0.0731,0.7227,0.356,False
0.004,0.4,0.8,44,1.9795,2.7382,1.9155,False
0.004,0.4,0.8,45,0.4563,0.9252,-0.1641,False
0.004,0.4,0.8,46,0.3863,1.42,0.4551,False
0.004,0.4,0.8,47,0.5158,1.3567,0.3288,False
0.004,0.4,0.8,48,0.4015,0.6375,-0.2605,False
0.004,0.4,0.8,49,0.4367,1.548,1.0173,False
0.004,0.4,0.8,50,0.7111,1.0904,-0.1108,False
0.004,0.4,0.8,51,0.424,1.6066,0.2624,False
0.004,0.4,0.8,52,0.3933,2.7034,2.9169,False
0.004,0.4,0.8,53,-0.4892,0.5115,-0.2163,True
0.004,0.4,0.8,54,0.234,0.644,0.268,False
0.004,0.4,0.8,55,0.6876,1.2068,-0.061,False
0.004,0.4,0.8,56,0.843,1.3624,0.0021,False
0.004,0.4,0.8,57,1.5219,2.4107,0.5362,False
0.004,0.4,0.8,58,0.0241,1.1646,1.3084,False
0.004,0.4,0.8,59,0.2803,1.2165,0.7451,False
0.004,0.4,0.8,60,1.1774,0.7177,-0.2272,False
0.004,0.4,0.8,61,-0.4277,0.0839,-0.3569,True
0.004,0.4,0.8,62,0.596,1.2452,-0.1,False
0.004,0.4,0.8,63,0.5138,1.8767,0.215,False
0.004,0.4,0.8,64,-0.5504,0.1687,-0.4124,True
0.004,0.4,0.8,65,0.3507,0.8611,0.353,False
0.004,0.4,0.8,66,1.6604,1.6342,0.6607,False
0.004,0.4,0.8,67,-0.6987,0.1207,-0.4466,True
0.004,0.4,0.8,68,0.2213,0.6491,0.52,False
0.004,0.4,0.8,69,0.921,1.4131,0.1737,False
0.004,0.4,0.8,70,-0.3651,0.451,0.2337,False
0.004,0.4,0.8,71,-0.3116,0.4964,0.1732,False
0.004,0.4,1.2,42,0.4208,0.5843,0.3525,False
0.004,0.4,1.2,43,0.0724,0.7198,0.3528,False
0.004,0.4,1.2,44,1.9706,2.7271,1.9023,False
0.004,0.4,1.2,45,0.4566,0.9244,-0.1634,False
0.004,0.4,1.2,46,0.3846,1.4124,0.4507,False
0.004,0.4,1.2,47,0.5133,1.3508,0.3269,False
0.004,0.4,1.2,48,0.3993,0.6352,-0.2607,False
0.004,0.4,1.2,49,0.4345,1.5407,1.0106,False
0.004,0.4,1.2,50,0.7079,1.0866,-0.1112,False
0.004,0.4,1.2,51,0.4231,1.6015,0.2609,False
0.004,0.4,1.2,52,0.3921,2.6924,2.8965,False
0.004,0.4,1.2,53,-0.4887,0.5089,-0.2168,True
0.004,0.4,1.2,54,0.2326,0.6418,0.2653,False
0.004,0.4,1.2,55,0.6844,1.2014,-0.0618,False
0.004,0.4,1.2,56,0.8405,1.3574,0.0019,False
0.004,0.4,1.2,57,1.5173,2.4031,0.5343,False
0.004,0.4,1.2,58,0.0238,1.1603,1.2992,False
0.004,0.4,1.2,59,0.2795,1.2126,0.7412,False
0.004,0.4,1.2,60,1.1688,0.7144,-0.2279,False
0.004,0.4,1.2,61,-0.4269,0.0841,-0.3565,True
0.004,0.4,1.2,62,0.5933,1.2394,-0.1006,False
0.004,0.4,1.2,63,0.5124,1.8694,0.2138,False
0.004,0.4,1.2,64,-0.5495,0.1683,-0.4119,True
0.004,0.4,1.2,65,0.3485,0.8571,0.35,False
0.004,0.4,1.2,66,1.6539,1.6294,0.6586,False
0.004,0.4,1.2,67,-0.6983,0.1193,-0.4467,True
0.004,0.4,1.2,68,0.2202,0.6464,0.5158,False
0.004,0.4,1.2,69,0.918,1.4082,0.1723,False
0.004,0.4,1.2,70,-0.3647,0.4489,0.2304,False
0.004,0.4,1.2,71,-0.3109,0.4953,0.1711,False
0.004,0.4,2.0,42,0.4171,0.5808,0.3442,False
0.004,0.4,2.0,43,0.0709,0.7139,0.3466,False
0.004,0.4,2.0,44,1.9529,2.7052,1.8764,False
0.004,0.4,2.0,45,0.4571,0.9226,-0.1619,False
0.004,0.4,2.0,46,0.3814,1.3975,0.4418,False
0.004,0.4,2.0,47,0.5083,1.3391,0.3233,False
0.004,0.4,2.0,48,0.3948,0.6305,-0.261,False
0.004,0.4,2.0,49,0.4302,1.5263,0.9973,False
0.004,0.4,2.0,50,0.7016,1.0792,-0.1121,False
0.004,0.4,2.0,51,0.4212,1.5914,0.2581,False
0.004,0.4,2.0,52,0.3897,2.6705,2.8563,False
0.004,0.4,2.0,53,-0.4879,0.5036,-0.2178,True
0.004,0.4,2.0,54,0.2298,0.6375,0.2602,False
0.004,0.4,2.0,55,0.678,1.1906,-0.0634,False
0.004,0.4,2.0,56,0.8357,1.3474,0.0015,False
0.004,0.4,2.0,57,1.508,2.388,0.5306,False
0.004,0.4,2.0,58,0.0232,1.1516,1.281,False
0.004,0.4,2.0,59,0.278,1.2048,0.7333,False
0.004,0.4,2.0,60,1.1518,0.7079,-0.2294,False
0.004,0.4,2.0,61,-0.4254,0.0845,-0.3556,True
0.004,0.4,2.0,62,0.588,1.2278,-0.1018,False
0.004,0.4,2.0,63,0.5095,1.8548,0.2113,False
0.004,0.4,2.0,64,-0.5475,0.1676,-0.4108,True
0.004,0.4,2.0,65,0.344,0.849,0.3441,False
0.004,0.4,2.0,66,1.6411,1.62,0.6545,False
0.004,0.4,2.0,67,-0.6976,0.1166,-0.4468,True
0.004,0.4,2.0,68,0.218,0.641,0.5074,False
0.004,0.4,2.0,69,0.9119,1.3984,0.1697,False
0.004,0.4,2.0,70,-0.364,0.4448,0.2238,False
0.004,0.4,2.0,71,-0.3096,0.4932,0.1671,False
0.004,0.4,3.0,42,0.4126,0.5765,0.334,False
0.004,0.4,3.0,43,0.0692,0.7066,0.3389,False
0.004,0.4,3.0,44,1.9311,2.6781,1.8446,False
0.004,0.4,3.0,45,0.4578,0.9205,-0.16,False
0.004,0.4,3.0,46,0.3773,1.3791,0.431,False
0.004,0.4,3.0,47,0.5021,1.3247,0.3189,False
0.004,0.4,3.0,48,0.3894,0.6247,-0.2614,False
0.004,0.4,3.0,49,0.4248,1.5086,0.9809,False
0.004,0.4,3.0,50,0.6938,1.07,-0.1132,False
0.004,0.4,3.0,51,0.4189,1.5789,0.2546,False
0.004,0.4,3.0,52,0.3867,2.6435,2.8071,False
0.004,0.4,3.0,53,-0.4869,0.4972,-0.219,True
0.004,0.4,3.0,54,0.2264,0.6322,0.2538,False
0.004,0.4,3.0,55,0.6701,1.1772,-0.0654,False
0.004,0.4,3.0,56,0.8296,1.3352,0.001,False
0.004,0.4,3.0,57,1.4966,2.3694,0.5259,False
0.004,0.4,3.0,58,0.0224,1.141,1.2587,False
0.004,0.4,3.0,59,0.2761,1.1953,0.7237,False
0.004,0.4,3.0,60,1.1309,0.6999,-0.2312,False
0.004,0.4,3.0,61,-0.4235,0.085,-0.3545,True
0.004,0.4,3.0,62,0.5814,1.2136,-0.1033,False
0.004,0.4,3.0,63,0.506,1.8369,0.2083,False
0.004,0.4,3.0,64,-0.5451,0.1667,-0.4094,True
0.004,0.4,3.0,65,0.3385,0.8391,0.3367,False
0.004,0.4,3.0,66,1.6252,1.6082,0.6494,False
0.004,0.4,3.0,67,-0.6967,0.1132,-0.447,True
0.004,0.4,3.0,68,0.2152,0.6344,0.4971,False
0.004,0.4,3.0,69,0.9045,1.3863,0.1663,False
0.004,0.4,3.0,70,-0.3631,0.4398,0.2158,False
0.004,0.4,3.0,71,-0.3078,0.4906,0.1622,False
0.006,0.1,0.5,42,0.4006,0.599,0.3104,False
0.006,0.1,0.5,43,0.0638,0.6841,0.3042,False
0.006,0.1,0.5,44,1.8832,2.6961,1.7659,False
0.006,0.1,0.5,45,0.4786,0.918,-0.1526,False
0.006,0.1,0.5,46,0.3591,1.3157,0.3774,False
0.006,0.1,0.5,47,0.5175,1.3468,0.3188,False
0.006,0.1,0.5,48,0.3746,0.5949,-0.257,False
0.006,0.1,0.5,49,0.3983,1.4136,0.9313,False
0.006,0.1,0.5,50,0.6651,1.0457,-0.1222,False
0.006,0.1,0.5,51,0.438,1.6362,0.2582,False
0.006,0.1,0.5,52,0.3908,2.5394,2.6766,False
0.006,0.1,0.5,53,-0.4782,0.4985,-0.2132,True
0.006,0.1,0.5,54,0.2127,0.6114,0.2471,False
0.006,0.1,0.5,55,0.6641,1.1703,-0.049,False
0.006,0.1,0.5,56,0.8184,1.2927,-0.012,False
0.006,0.1,0.5,57,1.4845,2.36,0.5212,False
0.006,0.1,0.5,58,0.0223,1.122,1.2111,False
0.006,0.1,0.5,59,0.2738,1.159,0.6908,False
0.006,0.1,0.5,60,1.0692,0.6471,-0.2338,False
0.006,0.1,0.5,61,-0.4124,0.0829,-0.345,True
0.006,0.1,0.5,62,0.5937,1.1784,-0.1088,False
0.006,0.1,0.5,63,0.4995,1.7807,0.1994,False
0.006,0.1,0.5,64,-0.5373,0.1688,-0.3956,True
0.006,0.1,0.5,65,0.3189,0.7689,0.3019,False
0.006,0.1,0.5,66,1.6043,1.5915,0.6493,False
0.006,0.1,0.5,67,-0.6992,0.0814,-0.4598,True
0.006,0.1,0.5,68,0.2154,0.6452,0.4948,False
0.006,0.1,0.5,69,0.8801,1.3178,0.1588,False
0.006,0.1,0.5,70,-0.3678,0.4242,0.2052,False
0.006,0.1,0.5,71,-0.3085,0.4561,0.1404,False
0.006,0.1,0.8,42,0.3981,0.5964,0.3048,False
0.006,0.1,0.8,43,0.0627,0.68,0.2999,False
0.006,0.1,0.8,44,1.8708,2.6802,1.7484,False
0.006,0.1,0.8,45,0.4789,0.9169,-0.1515,False
0.006,0.1,0.8,46,0.3569,1.3056,0.3716,False
0.006,0.1,0.8,47,0.5136,1.3379,0.3161,False
0.006,0.1,0.8,48,0.3715,0.5917,-0.2573,False
0.006,0.1,0.8,49,0.3953,1.4041,0.9221,False
0.006,0.1,0.8,50,0.6608,1.0404,-0.1227,False
0.006,0.1,0.8,51,0.4366,1.6284,0.2561,False
0.006,0.1,0.8,52,0.389,2.5242,2.6499,False
0.006,0.1,0.8,53,-0.4776,0.4949,-0.2139,True
0.006,0.1,0.8,54,0.2107,0.6085,0.2434,False
0.006,0.1,0.8,55,0.6596,1.1627,-0.0502,False
0.006,0.1,0.8,56,0.8149,1.2858,-0.0122,False
0.006,0.1,0.8,57,1.4779,2.3491,0.5185,False
0.006,0.1,0.8,58,0.0218,1.116,1.1989,False
0.006,0.1,0.8,59,0.2728,1.1538,0.6854,False
0.006,0.1,0.8,60,1.0578,0.6427,-0.2349,False
0.006,0.1,0.8,61,-0.4113,0.0832,-0.3444,True
0.006,0.1,0.8,62,0.5896,1.1704,-0.1097,False
0.006,0.1,0.8,63,0.4974,1.7705,0.1977,False
0.006,0.1,0.8,64,-0.5358,0.1684,-0.3948,True
0.006,0.1,0.8,65,0.3158,0.7636,0.2978,False
0.006,0.1,0.8,66,1.5955,1.5848,0.6465,False
0.006,0.1,0.8,67,-0.6987,0.0795,-0.4599,True
0.006,0.1,0.8,68,0.2138,0.6412,0.4888,False
0.006,0.1,0.8,69,0.8758,1.3111,0.1568,False
0.006,0.1,0.8,70,-0.3672,0.4214,0.2006,False
0.006,0.1,0.8,71,-0.3074,0.4549,0.1376,False
0.006,0.1,1.2,42,0.3948,0.5929,0.2975,False
0.006,0.1,1.2,43,0.0613,0.6745,0.2943,False
0.006,0.1,1.2,44,1.8545,2.6591,1.7254,False
0.006,0.1,1.2,45,0.4795,0.9153,-0.15,False
0.006,0.1,1.2,46,0.354,1.2923,0.3641,False
0.006,0.1,1.2,47,0.5084,1.3263,0.3126,False
0.006,0.1,1.2,48,0.3674,0.5875,-0.2576,False
0.006,0.1,1.2,49,0.3912,1.3915,0.91,False
0.006,0.1,1.2,50,0.6551,1.0334,-0.1234,False
0.006,0.1,1.2,51,0.4347,1.6181,0.2534,False
0.006,0.1,1.2,52,0.3867,2.504,2.6149,False
0.006,0.1,1.2,53,-0.4768,0.4901,-0.2149,True
0.006,0.1,1.2,54,0.2082,0.6047,0.2387,False
0.006,0.1,1.2,55,0.6536,1.1526,-0.0518,False
0.006,0.1,1.2,56,0.8103,1.2766,-0.0125,False
0.006,0.1,1.2,57,1.4691,2.3348,0.5149,False
0.006,0.1,1.2,58,0.0213,1.108,1.1829,False
0.006,0.1,1.2,59,0.2714,1.1469,0.6783,False
0.006,0.1,1.2,60,1.0427,0.637,-0.2363,False
0.006,0.1,1.2,61,-0.4099,0.0837,-0.3436,True
0.006,0.1,1.2,62,0.5843,1.1597,-0.1108,False
0.006,0.1,1.2,63,0.4947,1.757,0.1953,False
0.006,0.1,1.2,64,-0.5338,0.168,-0.3937,True
0.006,0.1,1.2,65,0.3116,0.7566,0.2924,False
0.006,0.1,1.2,66,1.5838,1.5759,0.6426,False
0.006,0.1,1.2,67,-0.698,0.0772,-0.4599,True
0.006,0.1,1.2,68,0.2117,0.6359,0.4809,False
0.006,0.1,1.2,69,0.8702,1.3023,0.1543,False
0.006,0.1,1.2,70,-0.3665,0.4177,0.1946,False
0.006,0.1,1.2,71,-0.3059,0.4533,0.134,False
0.006,0.1,2.0,42,0.3883,0.5862,0.2832,False
0.006,0.1,2.0,43,0.0585,0.6639,0.2834,False
0.006,0.1,2.0,44,1.8223,2.6178,1.6807,False
0.006,0.1,2.0,45,0.4805,0.9124,-0.147,False
0.006,0.1,2.0,46,0.3481,1.2663,0.3493,False
0.006,0.1,2.0,47,0.4983,1.3036,0.3058,False
0.006,0.1,2.0,48,0.3593,0.5793,-0.2583,False
0.006,0.1,2.0,49,0.3832,1.3667,0.8863,False
0.006,0.1,2.0,50,0.6439,1.0198,-0.1248,False
0.006,0.1,2.0,51,0.4311,1.5979,0.248,False
0.006,0.1,2.0,52,0.3822,2.4645,2.5468,False
0.006,0.1,2.0,53,-0.4751,0.4808,-0.2167,True
0.006,0.1,2.0,54,0.2031,0.5973,0.2293,False
0.006,0.1,2.0,55,0.642,1.1327,-0.0551,False
0.006,0.1,2.0,56,0.8013,1.2587,-0.013,False
0.006,0.1,2.0,57,1.4517,2.3066,0.5077,False
0.006,0.1,2.0,58,0.0201,1.0923,1.1518,False
0.006,0.1,2.0,59,0.2688,1.1334,0.6644,False
0.006,0.1,2.0,60,1.0133,0.6257,-0.2391,False
0.006,0.1,2.0,61,-0.407,0.0846,-0.342,True
0.006,0.1,2.0,62,0.5738,1.1389,-0.1131,False
0.006,0.1,2.0,63,0.4892,1.7305,0.1906,False
0.006,0.1,2.0,64,-0.5297,0.1672,-0.3915,True
0.006,0.1,2.0,65,0.3034,0.7428,0.2818,False
0.006,0.1,2.0,66,1.5608,1.5585,0.6351,False
0.006,0.1,2.0,67,-0.6966,0.0725,-0.4601,True
0.006,0.1,2.0,68,0.2074,0.6255,0.4654,False
0.006,0.1,2.0,69,0.8589,1.2848,0.1492,False
0.006,0.1,2.0,70,-0.3651,0.4104,0.1828,False
0.006,0.1,2.0,71,-0.3031,0.4503,0.1269,False
0.006,0.1,3.0,42,0.3805,0.578,0.266,False
0.006,0.1,3.0,43,0.0551,0.6509,0.2701,False
0.006,0.1,3.0,44,1.7833,2.5677,1.6272,False
0.006,0.1,3.0,45,0.4819,0.9089,-0.1433,False
0.006,0.1,3.0,46,0.341,1.2348,0.3314,False
0.006,0.1,3.0,47,0.4861,1.2761,0.2975,False
0.006,0.1,3.0,48,0.3494,0.5693,-0.2591,False
0.006,0.1,3.0,49,0.3734,1.3365,0.8575,False
0.006,0.1,3.0,50,0.6304,1.0033,-0.1266,False
0.006,0.1,3.0,51,0.4266,1.5734,0.2413,False
0.006,0.1,3.0,52,0.3765,2.4163,2.4653,False
0.006,0.1,3.0,53,-0.4731,0.4695,-0.219,True
0.006,0.1,3.0,54,0.197,0.5883,0.218,False
0.006,0.1,3.0,55,0.6276,1.1085,-0.0591,False
0.006,0.1,3.0,56,0.7902,1.237,-0.0136,False
0.006,0.1,3.0,57,1.4304,2.272,0.4989,False
0.006,0.1,3.0,58,0.0187,1.0732,1.1145,False
0.006,0.1,3.0,59,0.2656,1.1169,0.6475,False
0.006,0.1,3.0,60,0.9779,0.6119,-0.2425,False
0.006,0.1,3.0,61,-0.4035,0.0857,-0.34,True
0.006,0.1,3.0,62,0.561,1.1135,-0.1159,False
0.006,0.1,3.0,63,0.4824,1.6982,0.1848,False
0.006,0.1,3.0,64,-0.5247,0.1663,-0.3887,True
0.006,0.1,3.0,65,0.2934,0.7261,0.2689,False
0.006,0.1,3.0,66,1.5329,1.5371,0.6259,False
0.006,0.1,3.0,67,-0.6949,0.0668,-0.4602,True
0.006,0.1,3.0,68,0.2022,0.6127,0.4465,False
0.006,0.1,3.0,69,0.8452,1.2633,0.143,False
0.006,0.1,3.0,70,-0.3633,0.4015,0.1685,False
0.006,0.1,3.0,71,-0.2994,0.4468,0.1183,False
0.006,0.2,0.5,42,0.4021,0.5903,0.3127,False
0.006,0.2,0.5,43,0.0645,0.6873,0.3107,False
0.006,0.2,0.5,44,1.8871,2.6781,1.7744,False
0.006,0.2,0.5,45,0.4728,0.9178,-0.1539,False
0.006,0.2,0.5,46,0.3627,1.3258,0.3881,False
0.006,0.2,0.5,47,0.5097,1.3331,0.3166,False
0.006,0.2,0.5,48,0.3764,0.6009,-0.2585,False
0.006,0.2,0.5,49,0.4036,1.4333,0.9383,False
0.006,0.2,0.5,50,0.67,1.0485,-0.12,False
0.006,0.2,0.5,51,0.4313,1.613,0.2555,False
0.006,0.2,0.5,52,0.3882,2.5571,2.6925,False
0.006,0.2,0.5,53,-0.4803,0.4952,-0.2155,True
0.006,0.2,0.5,54,0.2151,0.6151,0.2461,False
0.006,0.2,0.5,55,0.6622,1.1662,-0.0548,False
0.006,0.2,0.5,56,0.8189,1.2995,-0.0084,False
0.006,0.2,0.5,57,1.4828,2.3541,0.5205,False
0.006,0.2,0.5,58,0.022,1.1227,1.215,False
0.006,0.2,0.5,59,0.2737,1.1654,0.696,False
0.006,0.2,0.5,60,1.0778,0.6588,-0.2339,False
0.006,0.2,0.5,61,-0.4148,0.0838,-0.3473,True
0.006,0.2,0.5,62,0.5868,1.1822,-0.1079,False
0.006,0.2,0.5,63,0.4998,1.7889,0.2006,False
0.006,0.2,0.5,64,-0.5384,0.1679,-0.399,True
0.006,0.2,0.5,65,0.3222,0.7848,0.3087,False
0.006,0.2,0.5,66,1.6033,1.5909,0.6471,False
0.006,0.2,0.5,67,-0.6981,0.0891,-0.4561,True
0.006,0.2,0.5,68,0.2141,0.6388,0.4907,False
0.006,0.2,0.5,69,0.8838,1.3322,0.1594,False
0.006,0.2,0.5,70,-0.366,0.4264,0.2046,False
0.006,0.2,0.5,71,-0.3074,0.4651,0.1444,False
0.006,0.2,0.8,42,0.3997,0.5879,0.3075,False
0.006,0.2,0.8,43,0.0635,0.6835,0.3068,False
0.006,0.2,0.8,44,1.8757,2.6636,1.7583,False
0.006,0.2,0.8,45,0.4731,0.9167,-0.1529,False
0.006,0.2,0.8,46,0.3606,1.3165,0.3827,False
0.006,0.2,0.8,47,0.5063,1.3252,0.3142,False
0.006,0.2,0.8,48,0.3735,0.5979,-0.2588,False
0.006,0.2,0.8,49,0.4008,1.4243,0.9298,False
0.006,0.2,0.8,50,0.666,1.0437,-0.1205,False
0.006,0.2,0.8,51,0.43,1.606,0.2536,False
0.006,0.2,0.8,52,0.3866,2.543,2.6678,False
0.006,0.2,0.8,53,-0.4797,0.4919,-0.2161,True
0.006,0.2,0.8,54,0.2133,0.6125,0.2428,False
0.006,0.2,0.8,55,0.6581,1.1592,-0.0559,False
0.006,0.2,0.8,56,0.8157,1.2932,-0.0086,False
0.006,0.2,0.8,57,1.4767,2.3442,0.518,False
0.006,0.2,0.8,58,0.0216,1.1171,1.2038,False
0.006,0.2,0.8,59,0.2727,1.1606,0.691,False
0.006,0.2,0.8,60,1.0672,0.6547,-0.2349,False
0.006,0.2,0.8,61,-0.4138,0.0841,-0.3467,True
0.006,0.2,0.8,62,0.5832,1.1748,-0.1087,False
0.006,0.2,0.8,63,0.4979,1.7795,0.199,False
0.006,0.2,0.8,64,-0.537,0.1676,-0.3983,True
0.006,0.2,0.8,65,0.3193,0.7799,0.3049,False
0.006,0.2,0.8,66,1.5951,1.5848,0.6444,False
0.006,0.2,0.8,67,-0.6976,0.0874,-0.4562,True
0.006,0.2,0.8,68,0.2126,0.6352,0.4852,False
0.006,0.2,0.8,69,0.8799,1.326,0.1577,False
0.006,0.2,0.8,70,-0.3655,0.4238,0.2004,False
0.006,0.2,0.8,71,-0.3064,0.4639,0.1419,False
0.006,0.2,1.2,42,0.3967,0.5848,0.3007,False
0.006,0.2,1.2,43,0.0622,0.6785,0.3016,False
0.006,0.2,1.2,44,1.8607,2.6445,1.737,False
0.006,0.2,1.2,45,0.4736,0.9153,-0.1515,False
0.006,0.2,1.2,46,0.3578,1.3041,0.3757,False
0.006,0.2,1.2,47,0.5017,1.3147,0.311,False
0.006,0.2,1.2,48,0.3697,0.594,-0.2591,False
0.006,0.2,1.2,49,0.397,1.4126,0.9186,False
0.006,0.2,1.2,50,0.6607,1.0373,-0.1212,False
0.006,0.2,1.2,51,0.4283,1.5968,0.2511,False
0.006,0.2,1.2,52,0.3845,2.5244,2.6353,False
0.006,0.2,1.2,53,-0.479,0.4875,-0.217,True
0.006,0.2,1.2,54,0.2109,0.6089,0.2384,False
0.006,0.2,1.2,55,0.6526,1.1499,-0.0574,False
0.006,0.2,1.2,56,0.8115,1.2848,-0.0088,False
0.006,0.2,1.2,57,1.4686,2.3311,0.5146,False
0.006,0.2,1.2,58,0.021,1.1098,1.189,False
0.006,0.2,1.2,59,0.2715,1.1542,0.6845,False
0.006,0.2,1.2,60,1.0532,0.6493,-0.2362,False
0.006,0.2,1.2,61,-0.4125,0.0845,-0.346,True
0.006,0.2,1.2,62,0.5784,1.165,-0.1097,False
0.006,0.2,1.2,63,0.4953,1.7671,0.1968,False
0.006,0.2,1.2,64,-0.5352,0.1671,-0.3973,True
0.006,0.2,1.2,65,0.3154,0.7733,0.2999,False
0.006,0.2,1.2,66,1.5843,1.5766,0.6409,False
0.006,0.2,1.2,67,-0.6969,0.0852,-0.4563,True
0.006,0.2,1.2,68,0.2106,0.6304,0.478,False
0.006,0.2,1.2,69,0.8746,1.3178,0.1553,False
0.006,0.2,1.2,70,-0.3648,0.4204,0.1948,False
0.006,0.2,1.2,71,-0.3051,0.4624,0.1385,False
0.006,0.2,2.0,42,0.3907,0.5787,0.2875,False
0.006,0.2,2.0,43,0.0597,0.6687,0.2914,False
0.006,0.2,2.0,44,1.8311,2.6069,1.6956,False
0.006,0.2,2.0,45,0.4746,0.9126,-0.1488,False
0.006,0.2,2.0,46,0.3524,1.28,0.3618,False
0.006,0.2,2.0,47,0.4927,1.2943,0.3048,False
0.006,0.2,2.0,48,0.3622,0.5864,-0.2597,False
0.006,0.2,2.0,49,0.3896,1.3894,0.8967,False
0.006,0.2,2.0,50,0.6503,1.0248,-0.1225,False
0.006,0.2,2.0,51,0.425,1.5787,0.2461,False
0.006,0.2,2.0,52,0.3803,2.4879,2.572,False
0.006,0.2,2.0,53,-0.4775,0.4789,-0.2187,True
0.006,0.2,2.0,54,0.2063,0.602,0.2298,False
0.006,0.2,2.0,55,0.6418,1.1316,-0.0603,False
0.006,0.2,2.0,56,0.8032,1.2682,-0.0094,False
0.006,0.2,2.0,57,1.4526,2.3052,0.5081,False
0.006,0.2,2.0,58,0.02,1.0953,1.1601,False
0.006,0.2,2.0,59,0.269,1.1415,0.6716,False
0.006,0.2,2.0,60,1.0259,0.6387,-0.2387,False
0.006,0.2,2.0,61,-0.4098,0.0853,-0.3445,True
0.006,0.2,2.0,62,0.5689,1.1457,-0.1118,False
0.006,0.2,2.0,63,0.4903,1.7426,0.1925,False
0.006,0.2,2.0,64,-0.5315,0.1663,-0.3953,True
0.006,0.2,2.0,65,0.3079,0.7604,0.2901,False
0.006,0.2,2.0,66,1.563,1.5606,0.6339,False
0.006,0.2,2.0,67,-0.6957,0.0808,-0.4564,True
0.006,0.2,2.0,68,0.2068,0.6209,0.4638,False
0.006,0.2,2.0,69,0.8643,1.3015,0.1507,False
