k0_base,beta_loss_factor,Q_individual,seed,curve_sep_botanical_vs_random,curve_sep_botanical_vs_fractal,curve_sep_botanical_vs_voronoi,finding_holds
0.002,0.25,3.0,55,0.7181,1.2614,-0.0431,False
0.002,0.25,3.0,56,0.8633,1.3928,-0.0033,False
0.002,0.25,3.0,57,1.5651,2.4875,0.5538,False
0.002,0.25,3.0,58,0.0272,1.2004,1.3795,False
0.002,0.25,3.0,59,0.2866,1.2363,0.7688,False
0.002,0.25,3.0,60,1.2352,0.7223,-0.2208,False
0.002,0.25,3.0,61,-0.4296,0.0803,-0.3563,True
0.002,0.25,3.0,62,0.6326,1.288,-0.0964,False
0.002,0.25,3.0,63,0.5258,1.9246,0.2234,False
0.002,0.25,3.0,64,-0.5571,0.1724,-0.4113,True
0.002,0.25,3.0,65,0.3636,0.8637,0.3654,False
0.002,0.25,3.0,66,1.7169,1.6763,0.6824,False
0.002,0.25,3.0,67,-0.7038,0.1175,-0.4531,True
0.002,0.25,3.0,68,0.2334,0.685,0.565,False
0.002,0.25,3.0,69,0.9399,1.4269,0.1839,False
0.002,0.25,3.0,70,-0.3714,0.4642,0.2639,False
0.002,0.25,3.0,71,-0.3195,0.4876,0.1832,False
0.002,0.35,0.5,42,0.4431,0.6129,0.4054,False
0.002,0.35,0.5,43,0.0813,0.7558,0.3891,False
0.002,0.35,0.5,44,2.0833,2.8825,2.0681,False
0.002,0.35,0.5,45,0.4571,0.9358,-0.1719,False
0.002,0.35,0.5,46,0.4029,1.5032,0.4999,False
0.002,0.35,0.5,47,0.5523,1.4387,0.3527,False
0.002,0.35,0.5,48,0.4273,0.6618,-0.2574,False
0.002,0.35,0.5,49,0.4587,1.619,1.0925,False
0.002,0.35,0.5,50,0.7455,1.1338,-0.1072,False
0.002,0.35,0.5,51,0.4397,1.6843,0.2813,False
0.002,0.35,0.5,52,0.4085,2.8231,3.1508,False
0.002,0.35,0.5,53,-0.4926,0.545,-0.2088,True
0.002,0.35,0.5,54,0.249,0.6664,0.2997,False
0.002,0.35,0.5,55,0.7262,1.2738,-0.0477,False
0.002,0.35,0.5,56,0.8715,1.4172,0.0019,False
0.002,0.35,0.5,57,1.5774,2.504,0.5586,False
0.002,0.35,0.5,58,0.0278,1.2153,1.4157,False
0.002,0.35,0.5,59,0.289,1.2572,0.7882,False
0.002,0.35,0.5,60,1.2749,0.7479,-0.2186,False
0.002,0.35,0.5,61,-0.4348,0.0808,-0.3605,True
0.002,0.35,0.5,62,0.6323,1.3114,-0.0934,False
0.002,0.35,0.5,63,0.5304,1.9581,0.2286,False
0.002,0.35,0.5,64,-0.5612,0.173,-0.4169,True
0.002,0.35,0.5,65,0.3746,0.8974,0.3837,False
0.002,0.35,0.5,66,1.7369,1.691,0.6862,False
0.002,0.35,0.5,67,-0.7035,0.1317,-0.4483,True
0.002,0.35,0.5,68,0.2352,0.6853,0.5731,False
0.002,0.35,0.5,69,0.954,1.4609,0.1889,False
0.002,0.35,0.5,70,-0.3703,0.4737,0.2738,False
0.002,0.35,0.5,71,-0.3201,0.5029,0.1949,False
0.002,0.35,0.8,42,0.4423,0.6121,0.4035,False
0.002,0.35,0.8,43,0.081,0.7545,0.3878,False
0.002,0.35,0.8,44,2.0795,2.8778,2.0624,False
0.002,0.35,0.8,45,0.4571,0.9354,-0.1716,False
0.002,0.35,0.8,46,0.4022,1.5,0.498,False
0.002,0.35,0.8,47,0.5512,1.4361,0.3519,False
0.002,0.35,0.8,48,0.4264,0.6608,-0.2575,False
0.002,0.35,0.8,49,0.4578,1.6159,1.0897,False
0.002,0.35,0.8,50,0.7441,1.1322,-0.1074,False
0.002,0.35,0.8,51,0.4393,1.6821,0.2807,False
0.002,0.35,0.8,52,0.408,2.8184,3.1419,False
0.002,0.35,0.8,53,-0.4925,0.5439,-0.2091,True
0.002,0.35,0.8,54,0.2484,0.6655,0.2986,False
0.002,0.35,0.8,55,0.7249,1.2715,-0.048,False
0.002,0.35,0.8,56,0.8705,1.4151,0.0018,False
0.002,0.35,0.8,57,1.5755,2.5008,0.5578,False
0.002,0.35,0.8,58,0.0277,1.2135,1.4117,False
0.002,0.35,0.8,59,0.2887,1.2555,0.7865,False
0.002,0.35,0.8,60,1.2711,0.7466,-0.2189,False
0.002,0.35,0.8,61,-0.4345,0.0809,-0.3603,True
0.002,0.35,0.8,62,0.6311,1.3089,-0.0937,False
0.002,0.35,0.8,63,0.5299,1.955,0.2281,False
0.002,0.35,0.8,64,-0.5608,0.1729,-0.4167,True
0.002,0.35,0.8,65,0.3737,0.8957,0.3824,False
0.002,0.35,0.8,66,1.7342,1.689,0.6854,False
0.002,0.35,0.8,67,-0.7033,0.1312,-0.4483,True
0.002,0.35,0.8,68,0.2347,0.6842,0.5714,False
0.002,0.35,0.8,69,0.9527,1.4589,0.1883,False
0.002,0.35,0.8,70,-0.3702,0.4729,0.2724,False
0.002,0.35,0.8,71,-0.3199,0.5024,0.194,False
0.002,0.35,1.2,42,0.4413,0.6111,0.4011,False
0.002,0.35,1.2,43,0.0806,0.7529,0.386,False
0.002,0.35,1.2,44,2.0745,2.8715,2.0548,False
0.002,0.35,1.2,45,0.4573,0.9349,-0.1712,False
0.002,0.35,1.2,46,0.4013,1.4957,0.4955,False
0.002,0.35,1.2,47,0.5498,1.4327,0.3508,False
0.002,0.35,1.2,48,0.4251,0.6595,-0.2576,False
0.002,0.35,1.2,49,0.4566,1.6119,1.0859,False
0.002,0.35,1.2,50,0.7423,1.1301,-0.1076,False
0.002,0.35,1.2,51,0.4387,1.6791,0.2799,False
0.002,0.35,1.2,52,0.4074,2.8123,3.13,False
0.002,0.35,1.2,53,-0.4922,0.5424,-0.2093,True
0.002,0.35,1.2,54,0.2476,0.6643,0.2971,False
0.002,0.35,1.2,55,0.7231,1.2685,-0.0485,False
0.002,0.35,1.2,56,0.8691,1.4123,0.0017,False
0.002,0.35,1.2,57,1.5729,2.4966,0.5568,False
0.002,0.35,1.2,58,0.0275,1.2111,1.4064,False
0.002,0.35,1.2,59,0.2883,1.2534,0.7843,False
0.002,0.35,1.2,60,1.2662,0.7448,-0.2193,False
0.002,0.35,1.2,61,-0.4341,0.081,-0.3601,True
0.002,0.35,1.2,62,0.6297,1.3057,-0.094,False
0.002,0.35,1.2,63,0.5291,1.9509,0.2275,False
0.002,0.35,1.2,64,-0.5603,0.1727,-0.4164,True
0.002,0.35,1.2,65,0.3724,0.8935,0.3808,False
0.002,0.35,1.2,66,1.7306,1.6863,0.6842,False
0.002,0.35,1.2,67,-0.7031,0.1304,-0.4483,True
0.002,0.35,1.2,68,0.2341,0.6827,0.569,False
0.002,0.35,1.2,69,0.9511,1.4562,0.1876,False
0.002,0.35,1.2,70,-0.37,0.4717,0.2705,False
0.002,0.35,1.2,71,-0.3195,0.5018,0.1929,False
0.002,0.35,2.0,42,0.4392,0.6091,0.3963,False
0.002,0.35,2.0,43,0.0798,0.7496,0.3825,False
0.002,0.35,2.0,44,2.0645,2.859,2.0397,False
0.002,0.35,2.0,45,0.4575,0.9339,-0.1704,False
0.002,0.35,2.0,46,0.3995,1.4871,0.4905,False
0.002,0.35,2.0,47,0.5469,1.426,0.3488,False
0.002,0.35,2.0,48,0.4226,0.6568,-0.2578,False
0.002,0.35,2.0,49,0.4542,1.6039,1.0783,False
0.002,0.35,2.0,50,0.7388,1.1258,-0.1081,False
0.002,0.35,2.0,51,0.4377,1.6733,0.2783,False
0.002,0.35,2.0,52,0.4061,2.8,3.1066,False
0.002,0.35,2.0,53,-0.4918,0.5394,-0.2099,True
0.002,0.35,2.0,54,0.246,0.6619,0.2942,False
0.002,0.35,2.0,55,0.7196,1.2625,-0.0493,False
0.002,0.35,2.0,56,0.8664,1.4067,0.0015,False
0.002,0.35,2.0,57,1.5678,2.4882,0.5548,False
0.002,0.35,2.0,58,0.0272,1.2062,1.3958,False
0.002,0.35,2.0,59,0.2875,1.2491,0.7799,False
0.002,0.35,2.0,60,1.2564,0.7412,-0.2201,False
0.002,0.35,2.0,61,-0.4333,0.0812,-0.3596,True
0.002,0.35,2.0,62,0.6267,1.2992,-0.0947,False
0.002,0.35,2.0,63,0.5275,1.9428,0.2261,False
0.002,0.35,2.0,64,-0.5592,0.1722,-0.4158,True
0.002,0.35,2.0,65,0.37,0.889,0.3774,False
0.002,0.35,2.0,66,1.7234,1.681,0.682,False
0.002,0.35,2.0,67,-0.7028,0.1289,-0.4484,True
0.002,0.35,2.0,68,0.2329,0.6797,0.5642,False
0.002,0.35,2.0,69,0.9478,1.4508,0.1861,False
0.002,0.35,2.0,70,-0.3696,0.4694,0.2667,False
0.002,0.35,2.0,71,-0.3188,0.5005,0.1906,False
0.002,0.35,3.0,42,0.4367,0.6066,0.3904,False
0.002,0.35,3.0,43,0.0788,0.7455,0.3781,False
0.002,0.35,3.0,44,2.0521,2.8435,2.021,False
0.002,0.35,3.0,45,0.4579,0.9327,-0.1695,False
0.002,0.35,3.0,46,0.3973,1.4766,0.4843,False
0.002,0.35,3.0,47,0.5434,1.4176,0.3462,False
0.002,0.35,3.0,48,0.4195,0.6535,-0.258,False
0.002,0.35,3.0,49,0.4512,1.594,1.069,False
0.002,0.35,3.0,50,0.7344,1.1206,-0.1087,False
0.002,0.35,3.0,51,0.4364,1.6661,0.2763,False
0.002,0.35,3.0,52,0.4045,2.7847,3.0775,False
0.002,0.35,3.0,53,-0.4913,0.5357,-0.2106,True
0.002,0.35,3.0,54,0.2441,0.659,0.2906,False
0.002,0.35,3.0,55,0.7152,1.2549,-0.0504,False
0.002,0.35,3.0,56,0.863,1.3998,0.0012,False
0.002,0.35,3.0,57,1.5615,2.4777,0.5522,False
0.002,0.35,3.0,58,0.0268,1.2002,1.3827,False
0.002,0.35,3.0,59,0.2864,1.2438,0.7745,False
0.002,0.35,3.0,60,1.2442,0.7367,-0.2211,False
0.002,0.35,3.0,61,-0.4323,0.0815,-0.359,True
0.002,0.35,3.0,62,0.623,1.2912,-0.0955,False
0.002,0.35,3.0,63,0.5256,1.9327,0.2245,False
0.002,0.35,3.0,64,-0.558,0.1717,-0.415,True
0.002,0.35,3.0,65,0.367,0.8835,0.3733,False
0.002,0.35,3.0,66,1.7144,1.6745,0.6791,False
0.002,0.35,3.0,67,-0.7023,0.127,-0.4485,True
0.002,0.35,3.0,68,0.2314,0.676,0.5583,False
0.002,0.35,3.0,69,0.9436,1.4441,0.1843,False
0.002,0.35,3.0,70,-0.3691,0.4666,0.2621,False
0.002,0.35,3.0,71,-0.3179,0.499,0.1877,False
0.002,0.4,0.5,42,0.4436,0.6062,0.4058,False
0.002,0.4,0.5,43,0.0815,0.757,0.3929,False
0.002,0.4,0.5,44,2.0828,2.8654,2.0698,False
0.002,0.4,0.5,45,0.4533,0.9354,-0.1725,False
0.002,0.4,0.5,46,0.4049,1.508,0.5067,False
0.002,0.4,0.5,47,0.5456,1.4262,0.3504,False
0.002,0.4,0.5,48,0.4277,0.6653,-0.2585,False
0.002,0.4,0.5,49,0.4615,1.6312,1.0951,False
0.002,0.4,0.5,50,0.7478,1.1343,-0.1058,False
0.002,0.4,0.5,51,0.4347,1.6659,0.2788,False
0.002,0.4,0.5,52,0.4064,2.8319,3.1563,False
0.002,0.4,0.5,53,-0.4938,0.5419,-0.2106,True
0.002,0.4,0.5,54,0.2502,0.6685,0.2981,False
0.002,0.4,0.5,55,0.724,1.2692,-0.0519,False
0.002,0.4,0.5,56,0.8709,1.4201,0.0044,False
0.002,0.4,0.5,57,1.5745,2.4971,0.5574,False
0.002,0.4,0.5,58,0.0275,1.2144,1.4158,False
0.002,0.4,0.5,59,0.2888,1.2606,0.7906,False
0.002,0.4,0.5,60,1.2782,0.7554,-0.2189,False
0.002,0.4,0.5,61,-0.4362,0.0815,-0.3619,True
0.002,0.4,0.5,62,0.6265,1.312,-0.093,False
0.002,0.4,0.5,63,0.5301,1.9611,0.229,False
0.002,0.4,0.5,64,-0.5614,0.1726,-0.4188,True
0.002,0.4,0.5,65,0.376,0.9077,0.3875,False
0.002,0.4,0.5,66,1.7344,1.6891,0.6841,False
0.002,0.4,0.5,67,-0.7026,0.1367,-0.4457,True
0.002,0.4,0.5,68,0.2339,0.6798,0.5686,False
0.002,0.4,0.5,69,0.9554,1.4696,0.1888,False
0.002,0.4,0.5,70,-0.369,0.4747,0.2721,False
0.002,0.4,0.5,71,-0.3191,0.509,0.197,False
0.002,0.4,0.8,42,0.4429,0.6055,0.404,False
0.002,0.4,0.8,43,0.0812,0.7558,0.3916,False
0.002,0.4,0.8,44,2.0792,2.861,2.0643,False
0.002,0.4,0.8,45,0.4534,0.9351,-0.1722,False
0.002,0.4,0.8,46,0.4042,1.505,0.5049,False
0.002,0.4,0.8,47,0.5446,1.4238,0.3496,False
0.002,0.4,0.8,48,0.4268,0.6644,-0.2586,False
0.002,0.4,0.8,49,0.4607,1.6283,1.0924,False
0.002,0.4,0.8,50,0.7466,1.1327,-0.106,False
0.002,0.4,0.8,51,0.4343,1.6639,0.2783,False
0.002,0.4,0.8,52,0.406,2.8274,3.1478,False
0.002,0.4,0.8,53,-0.4937,0.5408,-0.2108,True
0.002,0.4,0.8,54,0.2496,0.6677,0.297,False
0.002,0.4,0.8,55,0.7228,1.2671,-0.0522,False
0.002,0.4,0.8,56,0.8699,1.4181,0.0043,False
0.002,0.4,0.8,57,1.5727,2.4941,0.5567,False
0.002,0.4,0.8,58,0.0274,1.2126,1.412,False
0.002,0.4,0.8,59,0.2885,1.2591,0.789,False
0.002,0.4,0.8,60,1.2746,0.7541,-0.2192,False
0.002,0.4,0.8,61,-0.4359,0.0816,-0.3618,True
0.002,0.4,0.8,62,0.6254,1.3097,-0.0933,False
0.002,0.4,0.8,63,0.5295,1.9582,0.2285,False
0.002,0.4,0.8,64,-0.5611,0.1725,-0.4186,True
0.002,0.4,0.8,65,0.3751,0.9061,0.3863,False
0.002,0.4,0.8,66,1.7318,1.6872,0.6833,False
0.002,0.4,0.8,67,-0.7024,0.1362,-0.4458,True
0.002,0.4,0.8,68,0.2334,0.6788,0.5669,False
0.002,0.4,0.8,69,0.9542,1.4677,0.1883,False
0.002,0.4,0.8,70,-0.3689,0.4739,0.2707,False
0.002,0.4,0.8,71,-0.3189,0.5086,0.1961,False
0.002,0.4,1.2,42,0.4419,0.6046,0.4017,False
0.002,0.4,1.2,43,0.0808,0.7542,0.3899,False
0.002,0.4,1.2,44,2.0744,2.855,2.0571,False
0.002,0.4,1.2,45,0.4535,0.9346,-0.1718,False
0.002,0.4,1.2,46,0.4033,1.5009,0.5024,False
0.002,0.4,1.2,47,0.5433,1.4206,0.3486,False
0.002,0.4,1.2,48,0.4256,0.6631,-0.2587,False
0.002,0.4,1.2,49,0.4596,1.6245,1.0888,False
0.002,0.4,1.2,50,0.7448,1.1307,-0.1062,False
0.002,0.4,1.2,51,0.4339,1.6611,0.2775,False
0.002,0.4,1.2,52,0.4054,2.8215,3.1365,False
0.002,0.4,1.2,53,-0.4934,0.5394,-0.2111,True
0.002,0.4,1.2,54,0.2489,0.6665,0.2956,False
0.002,0.4,1.2,55,0.7211,1.2642,-0.0526,False
0.002,0.4,1.2,56,0.8686,1.4154,0.0042,False
0.002,0.4,1.2,57,1.5703,2.4901,0.5557,False
0.002,0.4,1.2,58,0.0272,1.2103,1.4069,False
0.002,0.4,1.2,59,0.2881,1.257,0.7869,False
0.002,0.4,1.2,60,1.2699,0.7524,-0.2196,False
0.002,0.4,1.2,61,-0.4355,0.0817,-0.3615,True
0.002,0.4,1.2,62,0.624,1.3066,-0.0936,False
0.002,0.4,1.2,63,0.5288,1.9543,0.2279,False
0.002,0.4,1.2,64,-0.5606,0.1722,-0.4183,True
0.002,0.4,1.2,65,0.374,0.904,0.3847,False
0.002,0.4,1.2,66,1.7284,1.6846,0.6822,False
0.002,0.4,1.2,67,-0.7023,0.1355,-0.4458,True
0.002,0.4,1.2,68,0.2329,0.6774,0.5647,False
0.002,0.4,1.2,69,0.9527,1.4651,0.1876,False
0.002,0.4,1.2,70,-0.3687,0.4728,0.269,False
0.002,0.4,1.2,71,-0.3186,0.508,0.1951,False
0.002,0.4,2.0,42,0.44,0.6027,0.3971,False
0.002,0.4,2.0,43,0.0801,0.7511,0.3865,False
0.002,0.4,2.0,44,2.0649,2.8432,2.0427,False
0.002,0.4,2.0,45,0.4538,0.9336,-0.1711,False
0.002,0.4,2.0,46,0.4016,1.4927,0.4976,False
0.002,0.4,2.0,47,0.5406,1.4143,0.3467,False
0.002,0.4,2.0,48,0.4232,0.6605,-0.2589,False
0.002,0.4,2.0,49,0.4573,1.6168,1.0816,False
0.002,0.4,2.0,50,0.7414,1.1267,-0.1067,False
0.002,0.4,2.0,51,0.4329,1.6557,0.276,False
0.002,0.4,2.0,52,0.4042,2.8098,3.114,False
0.002,0.4,2.0,53,-0.493,0.5365,-0.2116,True
0.002,0.4,2.0,54,0.2474,0.6642,0.2928,False
0.002,0.4,2.0,55,0.7177,1.2584,-0.0535,False
0.002,0.4,2.0,56,0.866,1.4101,0.0039,False
0.002,0.4,2.0,57,1.5654,2.4821,0.5538,False
0.002,0.4,2.0,58,0.0269,1.2057,1.3968,False
0.002,0.4,2.0,59,0.2873,1.2529,0.7827,False
0.002,0.4,2.0,60,1.2605,0.7489,-0.2204,False
0.002,0.4,2.0,61,-0.4347,0.0819,-0.3611,True
0.002,0.4,2.0,62,0.6212,1.3004,-0.0942,False
0.002,0.4,2.0,63,0.5273,1.9465,0.2266,False
0.002,0.4,2.0,64,-0.5596,0.1718,-0.4178,True
0.002,0.4,2.0,65,0.3716,0.8997,0.3815,False
0.002,0.4,2.0,66,1.7215,1.6796,0.68,False
0.002,0.4,2.0,67,-0.7019,0.134,-0.4459,True
0.002,0.4,2.0,68,0.2317,0.6746,0.5602,False
0.002,0.4,2.0,69,0.9495,1.4599,0.1862,False
0.002,0.4,2.0,70,-0.3683,0.4706,0.2654,False
0.002,0.4,2.0,71,-0.3179,0.5068,0.1929,False
0.002,0.4,3.0,42,0.4375,0.6004,0.3915,False
0.002,0.4,3.0,43,0.0791,0.7472,0.3823,False
0.002,0.4,3.0,44,2.0531,2.8286,2.0249,False
0.002,0.4,3.0,45,0.4541,0.9324,-0.1701,False
0.002,0.4,3.0,46,0.3995,1.4826,0.4917,False
0.002,0.4,3.0,47,0.5373,1.4065,0.3443,False
0.002,0.4,3.0,48,0.4202,0.6574,-0.2591,False
0.002,0.4,3.0,49,0.4545,1.6072,1.0727,False
0.002,0.4,3.0,50,0.7372,1.1217,-0.1073,False
0.002,0.4,3.0,51,0.4316,1.6489,0.2741,False
0.002,0.4,3.0,52,0.4026,2.7953,3.0863,False
0.002,0.4,3.0,53,-0.4925,0.533,-0.2122,True
0.002,0.4,3.0,54,0.2456,0.6614,0.2894,False
0.002,0.4,3.0,55,0.7135,1.2512,-0.0545,False
0.002,0.4,3.0,56,0.8629,1.4035,0.0037,False
0.002,0.4,3.0,57,1.5594,2.4722,0.5513,False
0.002,0.4,3.0,58,0.0265,1.2,1.3843,False
0.002,0.4,3.0,59,0.2863,1.2478,0.7775,False
0.002,0.4,3.0,60,1.2489,0.7446,-0.2213,False
0.002,0.4,3.0,61,-0.4338,0.0822,-0.3605,True
0.002,0.4,3.0,62,0.6178,1.2928,-0.095,False
0.002,0.4,3.0,63,0.5254,1.9369,0.225,False
0.002,0.4,3.0,64,-0.5584,0.1713,-0.4171,True
0.002,0.4,3.0,65,0.3688,0.8944,0.3776,False
0.002,0.4,3.0,66,1.7129,1.6733,0.6773,False
0.002,0.4,3.0,67,-0.7015,0.1322,-0.446,True
0.002,0.4,3.0,68,0.2303,0.6711,0.5546,False
0.002,0.4,3.0,69,0.9456,1.4535,0.1845,False
0.002,0.4,3.0,70,-0.3679,0.4679,0.261,False
0.002,0.4,3.0,71,-0.3171,0.5053,0.1902,False
0.004,0.1,0.5,42,0.42,0.6194,0.3547,False
0.004,0.1,0.5,43,0.072,0.7162,0.3376,False
0.004,0.1,0.5,44,1.9807,2.8215,1.9059,False
0.004,0.1,0.5,45,0.4757,0.9273,-0.1611,False
0.004,0.1,0.5,46,0.3764,1.3957,0.4225,False
0.004,0.1,0.5,47,0.5482,1.4166,0.3398,False
0.004,0.1,0.5,48,0.3993,0.6201,-0.2549,False
0.004,0.1,0.5,49,0.4219,1.4882,1.0035,False
0.004,0.1,0.5,50,0.699,1.0872,-0.1178,False
0.004,0.1,0.5,51,0.449,1.6977,0.2744,False
0.004,0.1,0.5,52,0.4038,2.6588,2.8901,False
0.004,0.1,0.5,53,-0.4829,0.5272,-0.2075,True
0.004,0.1,0.5,54,0.2278,0.6337,0.2757,False
0.004,0.1,0.5,55,0.6988,1.2298,-0.0395,False
0.004,0.1,0.5,56,0.8455,1.3469,-0.0103,False
0.004,0.1,0.5,57,1.5358,2.4441,0.5421,False
0.004,0.1,0.5,58,0.0255,1.1691,1.308,False
0.004,0.1,0.5,59,0.2816,1.1995,0.7329,False
0.004,0.1,0.5,60,1.1605,0.681,-0.2257,False
0.004,0.1,0.5,61,-0.4207,0.0804,-0.3496,True
0.004,0.1,0.5,62,0.6247,1.2414,-0.1021,False
0.004,0.1,0.5,63,0.5155,1.8604,0.2131,False
0.004,0.1,0.5,64,-0.5487,0.1714,-0.4021,True
0.004,0.1,0.5,65,0.3431,0.8103,0.3337,False
0.004,0.1,0.5,66,1.6734,1.6437,0.6717,False
0.004,0.1,0.5,67,-0.7032,0.0956,-0.4594,True
0.004,0.1,0.5,68,0.2278,0.6762,0.5419,False
0.004,0.1,0.5,69,0.9132,1.3699,0.1736,False
0.004,0.1,0.5,70,-0.3718,0.4462,0.2415,False
0.004,0.1,0.5,71,-0.3164,0.4659,0.1623,False
0.004,0.1,0.8,42,0.4182,0.6176,0.3506,False
0.004,0.1,0.8,43,0.0713,0.7133,0.3345,False
0.004,0.1,0.8,44,1.9718,2.81,1.893,False
0.004,0.1,0.8,45,0.476,0.9264,-0.1603,False
0.004,0.1,0.8,46,0.3748,1.3883,0.4184,False
0.004,0.1,0.8,47,0.5454,1.4103,0.3378,False
0.004,0.1,0.8,48,0.3971,0.6178,-0.2551,False
0.004,0.1,0.8,49,0.4198,1.4814,0.9969,False
0.004,0.1,0.8,50,0.6959,1.0834,-0.1182,False
0.004,0.1,0.8,51,0.448,1.6921,0.273,False
0.004,0.1,0.8,52,0.4027,2.648,2.8703,False
0.004,0.1,0.8,53,-0.4825,0.5245,-0.208,True
0.004,0.1,0.8,54,0.2264,0.6317,0.2731,False
0.004,0.1,0.8,55,0.6956,1.2244,-0.0404,False
0.004,0.1,0.8,56,0.843,1.342,-0.0105,False
0.004,0.1,0.8,57,1.5312,2.4365,0.5402,False
0.004,0.1,0.8,58,0.0252,1.1648,1.299,False
0.004,0.1,0.8,59,0.2809,1.1958,0.7291,False
0.004,0.1,0.8,60,1.1521,0.6779,-0.2265,False
0.004,0.1,0.8,61,-0.4199,0.0806,-0.3492,True
0.004,0.1,0.8,62,0.6219,1.2356,-0.1027,False
0.004,0.1,0.8,63,0.5141,1.8531,0.2118,False
0.004,0.1,0.8,64,-0.5477,0.1712,-0.4015,True
0.004,0.1,0.8,65,0.341,0.8065,0.3308,False
0.004,0.1,0.8,66,1.6671,1.639,0.6696,False
0.004,0.1,0.8,67,-0.7028,0.0943,-0.4595,True
0.004,0.1,0.8,68,0.2267,0.6734,0.5376,False
0.004,0.1,0.8,69,0.9102,1.3652,0.1723,False
0.004,0.1,0.8,70,-0.3714,0.4442,0.2382,False
0.004,0.1,0.8,71,-0.3157,0.465,0.1603,False
0.004,0.1,1.2,42,0.4159,0.6151,0.3452,False
0.004,0.1,1.2,43,0.0703,0.7094,0.3305,False
0.004,0.1,1.2,44,1.96,2.7948,1.8759,False
0.004,0.1,1.2,45,0.4763,0.9253,-0.1593,False
0.004,0.1,1.2,46,0.3727,1.3786,0.4129,False
0.004,0.1,1.2,47,0.5417,1.4018,0.3353,False
0.004,0.1,1.2,48,0.3941,0.6147,-0.2554,False
0.004,0.1,1.2,49,0.4169,1.4724,0.9882,False
0.004,0.1,1.2,50,0.6918,1.0784,-0.1187,False
0.004,0.1,1.2,51,0.4467,1.6846,0.271,False
0.004,0.1,1.2,52,0.4011,2.6336,2.8442,False
0.004,0.1,1.2,53,-0.4819,0.521,-0.2087,True
0.004,0.1,1.2,54,0.2246,0.629,0.2696,False
0.004,0.1,1.2,55,0.6914,1.2172,-0.0415,False
0.004,0.1,1.2,56,0.8398,1.3354,-0.0107,False
0.004,0.1,1.2,57,1.525,2.4264,0.5377,False
0.004,0.1,1.2,58,0.0249,1.1591,1.2872,False
0.004,0.1,1.2,59,0.2799,1.1909,0.724,False
0.004,0.1,1.2,60,1.141,0.6738,-0.2274,False
0.004,0.1,1.2,61,-0.4189,0.0809,-0.3487,True
0.004,0.1,1.2,62,0.6182,1.228,-0.1035,False
0.004,0.1,1.2,63,0.5122,1.8436,0.2102,False
0.004,0.1,1.2,64,-0.5464,0.1708,-0.4008,True
0.004,0.1,1.2,65,0.3381,0.8015,0.327,False
0.004,0.1,1.2,66,1.6588,1.6327,0.667,False
0.004,0.1,1.2,67,-0.7023,0.0926,-0.4595,True
0.004,0.1,1.2,68,0.2252,0.6697,0.5319,False
0.004,0.1,1.2,69,0.9062,1.359,0.1705,False
0.004,0.1,1.2,70,-0.371,0.4416,0.2338,False
0.004,0.1,1.2,71,-0.3148,0.4638,0.1576,False
0.004,0.1,2.0,42,0.4112,0.6102,0.3346,False
0.004,0.1,2.0,43,0.0684,0.7018,0.3225,False
0.004,0.1,2.0,44,1.9368,2.7649,1.8423,False
0.004,0.1,2.0,45,0.4769,0.923,-0.1573,False
0.004,0.1,2.0,46,0.3686,1.3595,0.4021,False
0.004,0.1,2.0,47,0.5344,1.3852,0.3303,False
0.004,0.1,2.0,48,0.3882,0.6087,-0.2559,False
0.004,0.1,2.0,49,0.4113,1.4546,0.9709,False
0.004,0.1,2.0,50,0.6837,1.0685,-0.1198,False
0.004,0.1,2.0,51,0.4441,1.67,0.2672,False
0.004,0.1,2.0,52,0.398,2.6052,2.7929,False
0.004,0.1,2.0,53,-0.4808,0.5141,-0.2101,True
0.004,0.1,2.0,54,0.221,0.6236,0.2628,False
0.004,0.1,2.0,55,0.6832,1.203,-0.0438,False
0.004,0.1,2.0,56,0.8333,1.3225,-0.0111,False
0.004,0.1,2.0,57,1.5128,2.4063,0.5328,False
0.004,0.1,2.0,58,0.0241,1.1479,1.2639,False
0.004,0.1,2.0,59,0.278,1.1813,0.7139,False
0.004,0.1,2.0,60,1.1191,0.6657,-0.2294,False
0.004,0.1,2.0,61,-0.417,0.0815,-0.3476,True
0.004,0.1,2.0,62,0.6108,1.213,-0.1051,False
0.004,0.1,2.0,63,0.5084,1.8246,0.207,False
0.004,0.1,2.0,64,-0.5437,0.1701,-0.3992,True
0.004,0.1,2.0,65,0.3323,0.7917,0.3194,False
0.004,0.1,2.0,66,1.6422,1.6202,0.6616,False
0.004,0.1,2.0,67,-0.7014,0.0892,-0.4596,True
0.004,0.1,2.0,68,0.2223,0.6623,0.5207,False
0.004,0.1,2.0,69,0.8984,1.3466,0.167,False
0.004,0.1,2.0,70,-0.37,0.4363,0.2251,False
0.004,0.1,2.0,71,-0.3129,0.4614,0.1524,False
0.004,0.1,3.0,42,0.4055,0.6042,0.3216,False
0.004,0.1,3.0,43,0.066,0.6924,0.3127,False
0.004,0.1,3.0,44,1.9082,2.7281,1.8014,False
0.004,0.1,3.0,45,0.4778,0.9203,-0.1549,False
0.004,0.1,3.0,46,0.3636,1.3361,0.3889,False
0.004,0.1,3.0,47,0.5255,1.3648,0.3242,False
0.004,0.1,3.0,48,0.381,0.6014,-0.2565,False
0.004,0.1,3.0,49,0.4044,1.4327,0.9498,False
